Comunidades y Ciudades Autónomas	Sectores de actividad	Tipo de indicador	Componentes del coste	Periodo	Total
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2012	0,16
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2011	0,19
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2010	0,13
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2009	0,12
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2008	0,07
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2023	0,03
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2022	0,07
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2021	0
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2020	0,03
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2019	0,01
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2018	0,12
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2017	0,03
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2016	0
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2015	0,02
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2014	0,02
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2013	0,09
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2012	0,05
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2011	0,12
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2010	0,04
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2009	0
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en transporte	2008	0,03
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2023	0,01
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2022	0
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2021	0
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2020	0
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2019	0
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2018	0
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2017	0
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2016	0
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2015	0
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2014	0,02
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2013	0,05
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2012	0
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2011	0,03
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2010	0,02
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2009	0,01
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos de carácter social	2008	0,01
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2023	0,06
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2022	0,22
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2021	0,42
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2020	1
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2019	0,9
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2018	1,34
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2017	0,7
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2016	0,65
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2015	1,4
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2014	2,58
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2013	1,35
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2012	1,18
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2011	0,96
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2010	1,12
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2009	1
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Resto de costes	2008	1,11
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2023	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2022	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2021	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2020	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2019	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2018	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2017	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2016	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2015	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2014	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2013	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2012	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2011	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2010	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2009	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2008	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2023	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2022	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2021	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2020	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2019	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2018	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2017	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2016	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2015	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2014	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2013	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2012	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2011	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2010	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2009	..
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2008	..
17 Rioja, La	Servicios	Valor absoluto	Coste total bruto	2023	31.480,68
17 Rioja, La	Servicios	Valor absoluto	Coste total bruto	2022	29.725,81
17 Rioja, La	Servicios	Valor absoluto	Coste total bruto	2021	27.959,53
17 Rioja, La	Servicios	Valor absoluto	Coste total bruto	2020	26.482,76
17 Rioja, La	Servicios	Valor absoluto	Coste total bruto	2019	27.168,11
17 Rioja, La	Servicios	Valor absoluto	Coste total bruto	2018	26.305,98
17 Rioja, La	Servicios	Valor absoluto	Coste total bruto	2017	26.689,61
17 Rioja, La	Servicios	Valor absoluto	Coste total bruto	2016	26.663,8
17 Rioja, La	Servicios	Valor absoluto	Coste total bruto	2015	27.663,55
17 Rioja, La	Servicios	Valor absoluto	Coste total bruto	2014	27.214,95
17 Rioja, La	Servicios	Valor absoluto	Coste total bruto	2013	27.114,79
17 Rioja, La	Servicios	Valor absoluto	Coste total bruto	2012	26.548,9
17 Rioja, La	Servicios	Valor absoluto	Coste total bruto	2011	27.570,2
17 Rioja, La	Servicios	Valor absoluto	Coste total bruto	2010	28.009,83
17 Rioja, La	Servicios	Valor absoluto	Coste total bruto	2009	27.647,67
17 Rioja, La	Servicios	Valor absoluto	Coste total bruto	2008	26.331,46
17 Rioja, La	Servicios	Valor absoluto	Sueldos y salarios	2023	23.139,17
17 Rioja, La	Servicios	Valor absoluto	Sueldos y salarios	2022	21.843,2
17 Rioja, La	Servicios	Valor absoluto	Sueldos y salarios	2021	20.492,86
17 Rioja, La	Servicios	Valor absoluto	Sueldos y salarios	2020	19.531,01
17 Rioja, La	Servicios	Valor absoluto	Sueldos y salarios	2019	20.046,38
17 Rioja, La	Servicios	Valor absoluto	Sueldos y salarios	2018	19.405,68
17 Rioja, La	Servicios	Valor absoluto	Sueldos y salarios	2017	19.916,73
17 Rioja, La	Servicios	Valor absoluto	Sueldos y salarios	2016	20.032,25
17 Rioja, La	Servicios	Valor absoluto	Sueldos y salarios	2015	20.508,73
17 Rioja, La	Servicios	Valor absoluto	Sueldos y salarios	2014	20.152,64
17 Rioja, La	Servicios	Valor absoluto	Sueldos y salarios	2013	20.317,77
17 Rioja, La	Servicios	Valor absoluto	Sueldos y salarios	2012	19.684,04
17 Rioja, La	Servicios	Valor absoluto	Sueldos y salarios	2011	20.599,53
17 Rioja, La	Servicios	Valor absoluto	Sueldos y salarios	2010	20.877,42
17 Rioja, La	Servicios	Valor absoluto	Sueldos y salarios	2009	20.628,22
17 Rioja, La	Servicios	Valor absoluto	Sueldos y salarios	2008	19.553,69
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones obligatorias	2023	7.726,95
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones obligatorias	2022	7.123,38
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones obligatorias	2021	6.670,02
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones obligatorias	2020	6.324,75
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones obligatorias	2019	6.397,44
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones obligatorias	2018	6.188,73
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones obligatorias	2017	6.235,11
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones obligatorias	2016	6.082,26
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones obligatorias	2015	6.370,11
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones obligatorias	2014	6.174,48
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones obligatorias	2013	6.081,21
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones obligatorias	2012	6.010,32
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones obligatorias	2011	6.131,28
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones obligatorias	2010	6.195,15
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones obligatorias	2009	6.162,99
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones obligatorias	2008	5.937,84
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones voluntarias	2023	123,31
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones voluntarias	2022	80,61
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones voluntarias	2021	95,93
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones voluntarias	2020	105,49
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones voluntarias	2019	101,64
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones voluntarias	2018	92,21
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones voluntarias	2017	97,91
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones voluntarias	2016	102,62
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones voluntarias	2015	101,73
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones voluntarias	2014	111,76
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones voluntarias	2013	130,48
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones voluntarias	2012	120,03
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones voluntarias	2011	116,86
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones voluntarias	2010	187,36
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones voluntarias	2009	191,92
17 Rioja, La	Servicios	Valor absoluto	Cotizaciones voluntarias	2008	168,26
17 Rioja, La	Servicios	Valor absoluto	Prestaciones sociales directas	2023	216,03
17 Rioja, La	Servicios	Valor absoluto	Prestaciones sociales directas	2022	297,69
17 Rioja, La	Servicios	Valor absoluto	Prestaciones sociales directas	2021	300,22
17 Rioja, La	Servicios	Valor absoluto	Prestaciones sociales directas	2020	268,1
17 Rioja, La	Servicios	Valor absoluto	Prestaciones sociales directas	2019	250,81
17 Rioja, La	Servicios	Valor absoluto	Prestaciones sociales directas	2018	230,73
17 Rioja, La	Servicios	Valor absoluto	Prestaciones sociales directas	2017	164,47
17 Rioja, La	Servicios	Valor absoluto	Prestaciones sociales directas	2016	170,37
17 Rioja, La	Servicios	Valor absoluto	Prestaciones sociales directas	2015	185,68
17 Rioja, La	Servicios	Valor absoluto	Prestaciones sociales directas	2014	261,45
17 Rioja, La	Servicios	Valor absoluto	Prestaciones sociales directas	2013	207,19
17 Rioja, La	Servicios	Valor absoluto	Prestaciones sociales directas	2012	225,94
17 Rioja, La	Servicios	Valor absoluto	Prestaciones sociales directas	2011	292,98
17 Rioja, La	Servicios	Valor absoluto	Prestaciones sociales directas	2010	336,79
17 Rioja, La	Servicios	Valor absoluto	Prestaciones sociales directas	2009	251,26
17 Rioja, La	Servicios	Valor absoluto	Prestaciones sociales directas	2008	359,16
17 Rioja, La	Servicios	Valor absoluto	Indemnizaciones por despido	2023	26,16
17 Rioja, La	Servicios	Valor absoluto	Indemnizaciones por despido	2022	100,92
17 Rioja, La	Servicios	Valor absoluto	Indemnizaciones por despido	2021	168,12
17 Rioja, La	Servicios	Valor absoluto	Indemnizaciones por despido	2020	80,55
17 Rioja, La	Servicios	Valor absoluto	Indemnizaciones por despido	2019	124,26
17 Rioja, La	Servicios	Valor absoluto	Indemnizaciones por despido	2018	142,08
17 Rioja, La	Servicios	Valor absoluto	Indemnizaciones por despido	2017	91,95
17 Rioja, La	Servicios	Valor absoluto	Indemnizaciones por despido	2016	94,77
17 Rioja, La	Servicios	Valor absoluto	Indemnizaciones por despido	2015	301,41
17 Rioja, La	Servicios	Valor absoluto	Indemnizaciones por despido	2014	259,47
17 Rioja, La	Servicios	Valor absoluto	Indemnizaciones por despido	2013	130,98
17 Rioja, La	Servicios	Valor absoluto	Indemnizaciones por despido	2012	330,63
17 Rioja, La	Servicios	Valor absoluto	Indemnizaciones por despido	2011	177,57
17 Rioja, La	Servicios	Valor absoluto	Indemnizaciones por despido	2010	111,81
17 Rioja, La	Servicios	Valor absoluto	Indemnizaciones por despido	2009	184,65
17 Rioja, La	Servicios	Valor absoluto	Indemnizaciones por despido	2008	41,1
17 Rioja, La	Servicios	Valor absoluto	Gastos en formación profesional	2023	50,23
17 Rioja, La	Servicios	Valor absoluto	Gastos en formación profesional	2022	59,02
17 Rioja, La	Servicios	Valor absoluto	Gastos en formación profesional	2021	54,05
17 Rioja, La	Servicios	Valor absoluto	Gastos en formación profesional	2020	45,12
17 Rioja, La	Servicios	Valor absoluto	Gastos en formación profesional	2019	58,65
17 Rioja, La	Servicios	Valor absoluto	Gastos en formación profesional	2018	65,92
17 Rioja, La	Servicios	Valor absoluto	Gastos en formación profesional	2017	56,49
17 Rioja, La	Servicios	Valor absoluto	Gastos en formación profesional	2016	61,64
17 Rioja, La	Servicios	Valor absoluto	Gastos en formación profesional	2015	65,19
17 Rioja, La	Servicios	Valor absoluto	Gastos en formación profesional	2014	70,89
17 Rioja, La	Servicios	Valor absoluto	Gastos en formación profesional	2013	62,36
17 Rioja, La	Servicios	Valor absoluto	Gastos en formación profesional	2012	66,72
17 Rioja, La	Servicios	Valor absoluto	Gastos en formación profesional	2011	79,71
17 Rioja, La	Servicios	Valor absoluto	Gastos en formación profesional	2010	69,74
17 Rioja, La	Servicios	Valor absoluto	Gastos en formación profesional	2009	54,75
17 Rioja, La	Servicios	Valor absoluto	Gastos en formación profesional	2008	65,84
