Rama de actividad - CNAE2009	Sexo	Tipo de dato	Periodo	Total
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Porcentaje	2022	1,4
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Porcentaje	2021	1,2
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Porcentaje	2020	1,2
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Porcentaje	2019	1,3
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Porcentaje	2018	1,2
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Porcentaje	2017	1,2
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Porcentaje	2016	1,3
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Porcentaje	2015	1,2
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Porcentaje	2014	1,2
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Porcentaje	2013	1,2
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Porcentaje	2012	1,1
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Porcentaje	2011	1,1
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Porcentaje	2010	1
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Porcentaje	2009	0,9
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Porcentaje	2008	0,8
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Valor absoluto	2023	101,6
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Valor absoluto	2022	94,8
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Valor absoluto	2021	86,1
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Valor absoluto	2020	79,4
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Valor absoluto	2019	84,1
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Valor absoluto	2018	82,8
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Valor absoluto	2017	78,9
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Valor absoluto	2016	78
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Valor absoluto	2015	79,8
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Valor absoluto	2014	79,3
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Valor absoluto	2013	70,6
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Valor absoluto	2012	67
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Valor absoluto	2011	56,7
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Valor absoluto	2010	64,6
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Valor absoluto	2009	63,9
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Valor absoluto	2008	67,8
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Porcentaje	2023	1
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Porcentaje	2022	1
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Porcentaje	2021	0,9
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Porcentaje	2020	0,9
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Porcentaje	2019	0,9
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Porcentaje	2018	0,9
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Porcentaje	2017	0,9
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Porcentaje	2016	0,9
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Porcentaje	2015	1
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Porcentaje	2014	1
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Porcentaje	2013	0,9
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Porcentaje	2012	0,8
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Porcentaje	2011	0,7
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Porcentaje	2010	0,8
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Porcentaje	2009	0,8
93 Actividades deportivas, recreativas y de entretenimiento	Mujeres	Porcentaje	2008	0,8
S Otros servicios	Ambos sexos	Valor absoluto	2023	497,5
S Otros servicios	Ambos sexos	Valor absoluto	2022	491,8
S Otros servicios	Ambos sexos	Valor absoluto	2021	463,6
S Otros servicios	Ambos sexos	Valor absoluto	2020	469,7
S Otros servicios	Ambos sexos	Valor absoluto	2019	477,8
S Otros servicios	Ambos sexos	Valor absoluto	2018	455,3
S Otros servicios	Ambos sexos	Valor absoluto	2017	452,7
S Otros servicios	Ambos sexos	Valor absoluto	2016	434,6
S Otros servicios	Ambos sexos	Valor absoluto	2015	424,3
S Otros servicios	Ambos sexos	Valor absoluto	2014	405,5
S Otros servicios	Ambos sexos	Valor absoluto	2013	419,6
S Otros servicios	Ambos sexos	Valor absoluto	2012	424,4
S Otros servicios	Ambos sexos	Valor absoluto	2011	395,2
S Otros servicios	Ambos sexos	Valor absoluto	2010	390,1
S Otros servicios	Ambos sexos	Valor absoluto	2009	424,4
S Otros servicios	Ambos sexos	Valor absoluto	2008	429,9
S Otros servicios	Ambos sexos	Porcentaje	2023	2,3
S Otros servicios	Ambos sexos	Porcentaje	2022	2,4
S Otros servicios	Ambos sexos	Porcentaje	2021	2,3
S Otros servicios	Ambos sexos	Porcentaje	2020	2,4
S Otros servicios	Ambos sexos	Porcentaje	2019	2,4
S Otros servicios	Ambos sexos	Porcentaje	2018	2,4
S Otros servicios	Ambos sexos	Porcentaje	2017	2,4
S Otros servicios	Ambos sexos	Porcentaje	2016	2,4
S Otros servicios	Ambos sexos	Porcentaje	2015	2,4
S Otros servicios	Ambos sexos	Porcentaje	2014	2,3
S Otros servicios	Ambos sexos	Porcentaje	2013	2,4
S Otros servicios	Ambos sexos	Porcentaje	2012	2,4
S Otros servicios	Ambos sexos	Porcentaje	2011	2,1
S Otros servicios	Ambos sexos	Porcentaje	2010	2,1
S Otros servicios	Ambos sexos	Porcentaje	2009	2,2
S Otros servicios	Ambos sexos	Porcentaje	2008	2,1
S Otros servicios	Hombres	Valor absoluto	2023	163,3
S Otros servicios	Hombres	Valor absoluto	2022	169,4
S Otros servicios	Hombres	Valor absoluto	2021	153,6
S Otros servicios	Hombres	Valor absoluto	2020	152,2
S Otros servicios	Hombres	Valor absoluto	2019	157,7
S Otros servicios	Hombres	Valor absoluto	2018	150
S Otros servicios	Hombres	Valor absoluto	2017	155,6
S Otros servicios	Hombres	Valor absoluto	2016	146,1
S Otros servicios	Hombres	Valor absoluto	2015	140,3
S Otros servicios	Hombres	Valor absoluto	2014	137,2
S Otros servicios	Hombres	Valor absoluto	2013	142,5
S Otros servicios	Hombres	Valor absoluto	2012	149,9
S Otros servicios	Hombres	Valor absoluto	2011	140,1
S Otros servicios	Hombres	Valor absoluto	2010	124,8
S Otros servicios	Hombres	Valor absoluto	2009	134,6
S Otros servicios	Hombres	Valor absoluto	2008	135,3
S Otros servicios	Hombres	Porcentaje	2023	1,4
S Otros servicios	Hombres	Porcentaje	2022	1,5
S Otros servicios	Hombres	Porcentaje	2021	1,4
S Otros servicios	Hombres	Porcentaje	2020	1,5
S Otros servicios	Hombres	Porcentaje	2019	1,5
S Otros servicios	Hombres	Porcentaje	2018	1,4
S Otros servicios	Hombres	Porcentaje	2017	1,5
S Otros servicios	Hombres	Porcentaje	2016	1,5
S Otros servicios	Hombres	Porcentaje	2015	1,4
S Otros servicios	Hombres	Porcentaje	2014	1,5
S Otros servicios	Hombres	Porcentaje	2013	1,5
S Otros servicios	Hombres	Porcentaje	2012	1,6
S Otros servicios	Hombres	Porcentaje	2011	1,4
S Otros servicios	Hombres	Porcentaje	2010	1,2
S Otros servicios	Hombres	Porcentaje	2009	1,3
S Otros servicios	Hombres	Porcentaje	2008	1,1
S Otros servicios	Mujeres	Valor absoluto	2023	334,2
S Otros servicios	Mujeres	Valor absoluto	2022	322,4
S Otros servicios	Mujeres	Valor absoluto	2021	310
S Otros servicios	Mujeres	Valor absoluto	2020	317,5
S Otros servicios	Mujeres	Valor absoluto	2019	320,1
S Otros servicios	Mujeres	Valor absoluto	2018	305,3
S Otros servicios	Mujeres	Valor absoluto	2017	297,1
S Otros servicios	Mujeres	Valor absoluto	2016	288,5
S Otros servicios	Mujeres	Valor absoluto	2015	284,1
S Otros servicios	Mujeres	Valor absoluto	2014	268,2
S Otros servicios	Mujeres	Valor absoluto	2013	277,1
S Otros servicios	Mujeres	Valor absoluto	2012	274,5
S Otros servicios	Mujeres	Valor absoluto	2011	255
S Otros servicios	Mujeres	Valor absoluto	2010	265,3
S Otros servicios	Mujeres	Valor absoluto	2009	289,8
S Otros servicios	Mujeres	Valor absoluto	2008	294,6
S Otros servicios	Mujeres	Porcentaje	2023	3,4
S Otros servicios	Mujeres	Porcentaje	2022	3,4
S Otros servicios	Mujeres	Porcentaje	2021	3,4
S Otros servicios	Mujeres	Porcentaje	2020	3,6
S Otros servicios	Mujeres	Porcentaje	2019	3,5
S Otros servicios	Mujeres	Porcentaje	2018	3,5
S Otros servicios	Mujeres	Porcentaje	2017	3,5
S Otros servicios	Mujeres	Porcentaje	2016	3,5
S Otros servicios	Mujeres	Porcentaje	2015	3,5
S Otros servicios	Mujeres	Porcentaje	2014	3,4
S Otros servicios	Mujeres	Porcentaje	2013	3,5
S Otros servicios	Mujeres	Porcentaje	2012	3,4
S Otros servicios	Mujeres	Porcentaje	2011	3,1
S Otros servicios	Mujeres	Porcentaje	2010	3,2
S Otros servicios	Mujeres	Porcentaje	2009	3,5
S Otros servicios	Mujeres	Porcentaje	2008	3,4
94 Actividades asociativas	Ambos sexos	Valor absoluto	2023	111,5
94 Actividades asociativas	Ambos sexos	Valor absoluto	2022	117,7
94 Actividades asociativas	Ambos sexos	Valor absoluto	2021	116,9
94 Actividades asociativas	Ambos sexos	Valor absoluto	2020	115,6
94 Actividades asociativas	Ambos sexos	Valor absoluto	2019	114,8
94 Actividades asociativas	Ambos sexos	Valor absoluto	2018	109,2
94 Actividades asociativas	Ambos sexos	Valor absoluto	2017	108,2
94 Actividades asociativas	Ambos sexos	Valor absoluto	2016	108,7
94 Actividades asociativas	Ambos sexos	Valor absoluto	2015	102,8
94 Actividades asociativas	Ambos sexos	Valor absoluto	2014	97,3
94 Actividades asociativas	Ambos sexos	Valor absoluto	2013	96,6
94 Actividades asociativas	Ambos sexos	Valor absoluto	2012	98
94 Actividades asociativas	Ambos sexos	Valor absoluto	2011	105,6
94 Actividades asociativas	Ambos sexos	Valor absoluto	2010	98
94 Actividades asociativas	Ambos sexos	Valor absoluto	2009	91,3
94 Actividades asociativas	Ambos sexos	Valor absoluto	2008	90,6
94 Actividades asociativas	Ambos sexos	Porcentaje	2023	0,5
94 Actividades asociativas	Ambos sexos	Porcentaje	2022	0,6
94 Actividades asociativas	Ambos sexos	Porcentaje	2021	0,6
94 Actividades asociativas	Ambos sexos	Porcentaje	2020	0,6
94 Actividades asociativas	Ambos sexos	Porcentaje	2019	0,6
94 Actividades asociativas	Ambos sexos	Porcentaje	2018	0,6
94 Actividades asociativas	Ambos sexos	Porcentaje	2017	0,6
94 Actividades asociativas	Ambos sexos	Porcentaje	2016	0,6
94 Actividades asociativas	Ambos sexos	Porcentaje	2015	0,6
94 Actividades asociativas	Ambos sexos	Porcentaje	2014	0,6
94 Actividades asociativas	Ambos sexos	Porcentaje	2013	0,6
94 Actividades asociativas	Ambos sexos	Porcentaje	2012	0,6
94 Actividades asociativas	Ambos sexos	Porcentaje	2011	0,6
94 Actividades asociativas	Ambos sexos	Porcentaje	2010	0,5
94 Actividades asociativas	Ambos sexos	Porcentaje	2009	0,5
94 Actividades asociativas	Ambos sexos	Porcentaje	2008	0,4
94 Actividades asociativas	Hombres	Valor absoluto	2023	41,1
94 Actividades asociativas	Hombres	Valor absoluto	2022	48,1
94 Actividades asociativas	Hombres	Valor absoluto	2021	45,6
94 Actividades asociativas	Hombres	Valor absoluto	2020	40,8
94 Actividades asociativas	Hombres	Valor absoluto	2019	43,8
94 Actividades asociativas	Hombres	Valor absoluto	2018	44,8
94 Actividades asociativas	Hombres	Valor absoluto	2017	42,9
94 Actividades asociativas	Hombres	Valor absoluto	2016	43,6
94 Actividades asociativas	Hombres	Valor absoluto	2015	43,8
94 Actividades asociativas	Hombres	Valor absoluto	2014	41
94 Actividades asociativas	Hombres	Valor absoluto	2013	39,6
94 Actividades asociativas	Hombres	Valor absoluto	2012	44,4
94 Actividades asociativas	Hombres	Valor absoluto	2011	42,5
94 Actividades asociativas	Hombres	Valor absoluto	2010	38,9
94 Actividades asociativas	Hombres	Valor absoluto	2009	38,7
94 Actividades asociativas	Hombres	Valor absoluto	2008	38,8
94 Actividades asociativas	Hombres	Porcentaje	2023	0,4
94 Actividades asociativas	Hombres	Porcentaje	2022	0,4
94 Actividades asociativas	Hombres	Porcentaje	2021	0,4
94 Actividades asociativas	Hombres	Porcentaje	2020	0,4
94 Actividades asociativas	Hombres	Porcentaje	2019	0,4
94 Actividades asociativas	Hombres	Porcentaje	2018	0,4
94 Actividades asociativas	Hombres	Porcentaje	2017	0,4
94 Actividades asociativas	Hombres	Porcentaje	2016	0,4
94 Actividades asociativas	Hombres	Porcentaje	2015	0,4
94 Actividades asociativas	Hombres	Porcentaje	2014	0,4
94 Actividades asociativas	Hombres	Porcentaje	2013	0,4
94 Actividades asociativas	Hombres	Porcentaje	2012	0,5
94 Actividades asociativas	Hombres	Porcentaje	2011	0,4
94 Actividades asociativas	Hombres	Porcentaje	2010	0,4
94 Actividades asociativas	Hombres	Porcentaje	2009	0,4
94 Actividades asociativas	Hombres	Porcentaje	2008	0,3
94 Actividades asociativas	Mujeres	Valor absoluto	2023	70,5
94 Actividades asociativas	Mujeres	Valor absoluto	2022	69,6
94 Actividades asociativas	Mujeres	Valor absoluto	2021	71,3
94 Actividades asociativas	Mujeres	Valor absoluto	2020	74,9
94 Actividades asociativas	Mujeres	Valor absoluto	2019	71,1
94 Actividades asociativas	Mujeres	Valor absoluto	2018	64,4
94 Actividades asociativas	Mujeres	Valor absoluto	2017	65,3
94 Actividades asociativas	Mujeres	Valor absoluto	2016	65,1
94 Actividades asociativas	Mujeres	Valor absoluto	2015	59
94 Actividades asociativas	Mujeres	Valor absoluto	2014	56,3
94 Actividades asociativas	Mujeres	Valor absoluto	2013	57
94 Actividades asociativas	Mujeres	Valor absoluto	2012	53,6
94 Actividades asociativas	Mujeres	Valor absoluto	2011	63,2
94 Actividades asociativas	Mujeres	Valor absoluto	2010	59,1
94 Actividades asociativas	Mujeres	Valor absoluto	2009	52,6
94 Actividades asociativas	Mujeres	Valor absoluto	2008	51,8
94 Actividades asociativas	Mujeres	Porcentaje	2023	0,7
94 Actividades asociativas	Mujeres	Porcentaje	2022	0,7
94 Actividades asociativas	Mujeres	Porcentaje	2021	0,8
94 Actividades asociativas	Mujeres	Porcentaje	2020	0,9
94 Actividades asociativas	Mujeres	Porcentaje	2019	0,8
94 Actividades asociativas	Mujeres	Porcentaje	2018	0,7
94 Actividades asociativas	Mujeres	Porcentaje	2017	0,8
94 Actividades asociativas	Mujeres	Porcentaje	2016	0,8
94 Actividades asociativas	Mujeres	Porcentaje	2015	0,7
94 Actividades asociativas	Mujeres	Porcentaje	2014	0,7
94 Actividades asociativas	Mujeres	Porcentaje	2013	0,7
94 Actividades asociativas	Mujeres	Porcentaje	2012	0,7
94 Actividades asociativas	Mujeres	Porcentaje	2011	0,8
94 Actividades asociativas	Mujeres	Porcentaje	2010	0,7
94 Actividades asociativas	Mujeres	Porcentaje	2009	0,6
94 Actividades asociativas	Mujeres	Porcentaje	2008	0,6
95 Reparación de ordenadores, efectos personales y artículos de uso doméstico	Ambos sexos	Valor absoluto	2023	47,1
95 Reparación de ordenadores, efectos personales y artículos de uso doméstico	Ambos sexos	Valor absoluto	2022	48,8
95 Reparación de ordenadores, efectos personales y artículos de uso doméstico	Ambos sexos	Valor absoluto	2021	43,6
95 Reparación de ordenadores, efectos personales y artículos de uso doméstico	Ambos sexos	Valor absoluto	2020	46,6
95 Reparación de ordenadores, efectos personales y artículos de uso doméstico	Ambos sexos	Valor absoluto	2019	45,6
95 Reparación de ordenadores, efectos personales y artículos de uso doméstico	Ambos sexos	Valor absoluto	2018	53,8
95 Reparación de ordenadores, efectos personales y artículos de uso doméstico	Ambos sexos	Valor absoluto	2017	54,6
